,originalSkill,esco_label,esco_prob,esco_uri
3623,Developing Financial Models,business model,0.6511505246162415,http://data.europa.eu/esco/skill/3c1cbc5e-2220-4f45-bcc8-3d52c8c9cae0
3624,Financial Markets,financial markets,1.0,http://data.europa.eu/esco/skill/905b6acd-377b-46b9-9d80-e47e9ca789ca
3625,Impact Investing,impact investing,1.0,http://data.europa.eu/esco/skill/7109d172-c370-47fe-ac81-8fe93550a9e3
3626,manejo de aula,Portuguese,0.4473501741886139,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7
3627,Corporate Social Responsibility,corporate social responsibility,1.0000001192092896,http://data.europa.eu/esco/skill/66db424f-2abe-420d-8e5b-186607266b61
3628,Managing your own personal invetsments,keep personal administration,0.5873279571533203,http://data.europa.eu/esco/skill/9df34bc3-25d4-4452-a896-4d19b94ef896
3629,Fundamental Analysis,document analysis results,0.4389842450618744,http://data.europa.eu/esco/skill/75f650d0-9096-4b8f-bbd6-ad05ee3f6121
3630,aunt,family law,0.47337764501571655,http://data.europa.eu/esco/skill/3cb348a4-e49e-4fe2-a403-d558dce1b38d
3631,Attention Deficit Hyperactivity Disorder (ADHD),behavioural disorders,0.5480973720550537,http://data.europa.eu/esco/skill/8e839bce-38f0-472d-8792-9b7c12b197ef
3632,Clinical Development,clinical biology,0.7024781703948975,http://data.europa.eu/esco/skill/50d38d64-9ad7-42b9-be8f-d329c1422558
3633,Bayesian Statistics,statistics,0.6300798058509827,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833
3634,Ø¥Ø·Ø§Ø± Ù\x87Ù\x8aÙ\x83Ù\x84Ù\x8a,Estonian,0.4086981415748596,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418
3635,Health Education,health education,1.0000001192092896,http://data.europa.eu/esco/skill/99c90174-eb03-4221-b1b6-1ad8b7035e15
3636,Energy Economics,energy market,0.8095383644104004,http://data.europa.eu/esco/skill/071c7f1d-f659-4b96-a222-b21012297f3b
3637,Software Quality,software metrics,0.6946486234664917,http://data.europa.eu/esco/skill/fb7aee4d-f6c6-4a87-8e9d-8e542b3771f8
3638,Gestion des partenaires,define part requirements,0.3826315104961395,http://data.europa.eu/esco/skill/acc74047-f59f-4935-afc0-45ec43b9b57a
3639,ESG investing disclosures,securities,0.4266306161880493,http://data.europa.eu/esco/skill/749ce4c2-4dfd-461a-a8f3-0f6914814d3e
3640,Data Access,Microsoft Access,0.6865936517715454,http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e
3641,Preconceito e prÃ©-conceito,apply pre-teaching methods,0.3822152316570282,http://data.europa.eu/esco/skill/478e5c9d-c6c2-45a7-90b4-97ec2c736ac0
3642,Petri Net,pet product industry,0.5777555108070374,http://data.europa.eu/esco/skill/f2bd9b7d-85b3-40c5-b999-d505e6fe702b
3643,ØªØµÙ\x85Ù\x8aÙ\x85 ØªØ¬Ø±Ø¨Ø© Ø§Ù\x84Ù\x85Ø³ØªØ®Ø¯Ù\x85 (UXD).,Latin,0.37600529193878174,http://data.europa.eu/esco/skill/96e70743-6a84-4fee-b226-fe10cddb266e
3644,Product Management,product data management,0.805586576461792,http://data.europa.eu/esco/skill/e2d0daae-2aa1-40cc-99e2-b340b02f97d3
3645,Cloudant,cloud technologies,0.49518445134162903,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0
3646,Legal Research,legal research,1.0000001192092896,http://data.europa.eu/esco/skill/a8585efe-4011-47b2-9aed-cd01bd3652c0
3647,Analizzare dati strutturati e non strutturati,perform data analysis,0.38686102628707886,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f
3648,Ø§Ù\x84ØªØ¹Ø±Ù\x81 Ø¹Ù\x84Ù\x89 Ù\x85Ù\x81Ù\x87Ù\x88Ù\x85 Ø§Ù\x84Ù\x85Ù\x88Ø§Ø²Ù\x86Ø© Ø§Ù\x84ØªØ®Ø·Ù\x8aØ·Ù\x8aØ© Ù\x88Ø£Ù\x87Ù\x85Ù\x8aØªÙ\x87Ø§,write Danish,0.386135458946228,http://data.europa.eu/esco/skill/42b7c03a-3ed5-4dc1-adc0-ff1fb8d4d697
3649,Studio,Gamemaker Studio,0.6726040840148926,http://data.europa.eu/esco/skill/cd56a093-3400-4635-80bd-b9611dcf1542
3650,Entender sobre a Guerra Fria,foreign affairs,0.38046789169311523,http://data.europa.eu/esco/skill/266ea734-31b2-4e44-9d00-0a3fd03fa454
3651,Basis Of Accounting,accounting,0.7177518606185913,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b
3652,AvaliaÃ§Ã£o do desenvolvimento,understand written Portuguese,0.4035082459449768,http://data.europa.eu/esco/skill/9ef06b7c-991c-46a5-9dbc-82506031e8f9
3653,Boas prÃ¡ticas de manipulaÃ§Ã£o de cosmÃ©ticos,write Spanish,0.37273386120796204,http://data.europa.eu/esco/skill/cec6cd92-d709-42cc-9a6e-6a7dd48b9e08
3654,MaximizaciÃ³n del valor,maximise sales revenues,0.4155741333961487,http://data.europa.eu/esco/skill/9f10e94b-a43d-4772-9f60-24e9bbbdedb7
3655,Press Release,draft press releases,0.6704366207122803,http://data.europa.eu/esco/skill/7800332c-a8eb-4792-8d72-50d509616154
3656,diseÃ±ar algoritmos de negociaciÃ³n basados en modelos de machine learning,machine learning,0.5415653586387634,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43
3657,Ø§Ù\x84Ø§ØªØµØ§Ù\x84 Ø§Ù\x84Ø´Ø®ØµÙ\x8a,Danish,0.5062131881713867,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1
3658,Ideation,brainstorm ideas,0.5977139472961426,http://data.europa.eu/esco/skill/614c627b-2ec9-4a0d-811e-de14be4362f2
3659,Loose Coupling,perform wagon coupling,0.4441118538379669,http://data.europa.eu/esco/skill/18508acd-a561-4d3a-bc93-9261021edc10
3660,Sample Collection,collect samples,0.8315107822418213,http://data.europa.eu/esco/skill/17fa2e6a-ca80-4d60-afb0-03f170e9d5f3
3661,infrastructure as a service,ICT infrastructure,0.6538131237030029,http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523
3662,teaching blended language courses,apply blended learning,0.6950087547302246,http://data.europa.eu/esco/skill/b363bb5f-2c79-40af-94da-33e06f9dee9f
3663,Perturbation Theory,modern portfolio theory,0.3084195852279663,http://data.europa.eu/esco/skill/bcadc519-00f4-43bc-9373-054f4ac717cb
3664,Scale Space,scale copies,0.5984368920326233,http://data.europa.eu/esco/skill/a47ad32e-a0f4-4d0a-b56c-75d8f09b87c2
3665,environmental science,environmental engineering,0.7769967317581177,http://data.europa.eu/esco/skill/b1b118c4-3291-484e-b64d-6d51fd5da8b3
3666,Apache Airflow,control air flow,0.5641929507255554,http://data.europa.eu/esco/skill/a1728801-a4fd-47b5-862f-12e837f0933c
3667,atenciÃ³n,Edmodo,0.5424960851669312,http://data.europa.eu/esco/skill/17702c40-e963-4593-847e-a332b1c9357e
3668,Teaching Philosophy,teach philosophy,0.9738759398460388,http://data.europa.eu/esco/skill/5bd0ae67-9614-4498-9e08-e3f7914279dd
3669,Patient Care,health care system,0.7101125121116638,http://data.europa.eu/esco/skill/9b63d92b-5a3a-46b0-b2ba-c98b39ea5aaf
3670,SIFT Detector,sift powder,0.5862559080123901,http://data.europa.eu/esco/skill/efb78e4e-037b-4af4-b009-a5e83c6cfd7e
3671,Life Insurance,insurance law,0.6259595155715942,http://data.europa.eu/esco/skill/15d6d4e9-9b4b-4a93-aea5-a29a67b6d9e7
3672,Binomial Distribution,calculate probabilities,0.5191092491149902,http://data.europa.eu/esco/skill/1dabb413-18e8-48ed-a963-44978e67ad32
3673,Demand,deal with changing operational demand,0.6241199374198914,http://data.europa.eu/esco/skill/e1b9df19-98c3-45d3-9f85-371eb385cf88
3674,Spring Data Repositories,maintain a central project repository,0.4532386064529419,http://data.europa.eu/esco/skill/770d4956-b5e0-4d44-bf42-3a766b232c5d
3675,Kryptografie,KDevelop,0.4755207896232605,http://data.europa.eu/esco/skill/013441c1-1f13-47e9-80c4-9a53e8e1bc05
3676,Black Hole,astronomy,0.48668721318244934,http://data.europa.eu/esco/skill/ff27618d-43d0-4480-83ee-8b1a672da078
3677,Relational Algebra,algebra,0.6439282894134521,http://data.europa.eu/esco/skill/55e910e4-736d-44cf-bfa9-b15adc5d91d2
3678,Presenting to stakeholders,communicate with stakeholders,0.7939534187316895,http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284
3679,Quantum Mechanics,quantum mechanics,1.0,http://data.europa.eu/esco/skill/d460032f-f49e-4b70-90c2-ba563aee14be
3680,Knime,knead food products,0.5299538969993591,http://data.europa.eu/esco/skill/d87653a0-87b0-4c03-a44a-bf0a217431a2
3681,NoSQL,NoSQL,1.0000001192092896,http://data.europa.eu/esco/skill/76ef6ed3-1658-4a1a-9593-204d799c6d0c
3682,Organization Development,develop an organisational structure,0.7880503535270691,http://data.europa.eu/esco/skill/8538c0e3-902f-4e6f-a60c-0e1fd7e3a956
3683,React (Web Framework),JavaScript Framework,0.5718028545379639,http://data.europa.eu/esco/skill/9b9de2a4-d8af-4a7b-933a-a8334ae60067
3684,Express.Js,JavaScript,0.5079696774482727,http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7
3685,black scholes model,business model,0.41225355863571167,http://data.europa.eu/esco/skill/3c1cbc5e-2220-4f45-bcc8-3d52c8c9cae0
3686,Cloud,cloud technologies,0.7448369264602661,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0
3687,Utilizar la literacidad crÃ\xadtica para el desarrollo del pensamiento crÃ\xadtico propio y de su alumnado,understand written Spanish,0.43873926997184753,http://data.europa.eu/esco/skill/08759658-fffc-4951-bea0-1fb51d06eb89
3688,Ù\x81Ù\x87Ù\x85 Ø§Ù\x84Ù\x85Ù\x87Ø§Ø±Ø§Øª Ø§Ù\x84Ø®Ø§ØµØ© Ø¨Ø§Ù\x84Ù\x81Ø±Ø¯,musical notation,0.3537025451660156,http://data.europa.eu/esco/skill/6339a2d3-0c34-4156-b202-5929764fb720
3689,App version management,manage software releases,0.6520851850509644,http://data.europa.eu/esco/skill/978db6a1-7297-4c89-819a-47605f2c3ba8
3690,Site inspection,perform inspection analysis,0.7545903325080872,http://data.europa.eu/esco/skill/70159320-b7f9-4d3e-9f00-99e0adf3f77e
3691,Internet Protocol (IP) Suite,maintain internet protocol configuration,0.6842541694641113,http://data.europa.eu/esco/skill/b9aad733-959a-4178-984f-53e4bd05b420
3692,implementar un circuito elÃ©ctrico en SPICE y simularlo,electrooptics,0.45732635259628296,http://data.europa.eu/esco/skill/64d8077e-d231-47f7-883a-568b8b9d5fc5
3693,Regular Expression (REGEX),utilise regular expressions,0.8217226266860962,http://data.europa.eu/esco/skill/697dcc9f-ae92-4506-b5f2-e770d7589f74
3694,search marketing,market research,0.6376626491546631,http://data.europa.eu/esco/skill/8770350e-746f-4adb-9556-18ca68104be6
3695,Change Management,alter management,0.8770482540130615,http://data.europa.eu/esco/skill/06fa9997-1720-45e8-a0cf-ee3060049f8b
3696,Ø§Ù\x84Ø§Ø¯Ø§Ø¡,understand written Danish,0.5011924505233765,http://data.europa.eu/esco/skill/c98c8578-6654-4d76-8391-ecfe59abce22
3697,Sourcing Best Practices,develop methodologies for supplier evaluation,0.5524799823760986,http://data.europa.eu/esco/skill/409a7608-20ac-40b6-a022-5cb74d23799d
3698,Ø§Ù\x84Ø¥Ø·Ø§Ø± Ø§Ù\x84Ø´Ø¨Ù\x83Ù\x8a,Danish,0.4478791654109955,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1
3699,Software Development,create software design,0.6663256883621216,http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba
3700,JPA Inheritance,inheritance council practices,0.5549715757369995,http://data.europa.eu/esco/skill/245dc946-2c07-419f-a387-6a215305f8c1
3701,Nonlinear Attitude Control,control systems,0.48807311058044434,http://data.europa.eu/esco/skill/4ff549c3-daa5-4def-9916-301c7bdf13b8
3702,raciocÃ\xadnio,Italian,0.5825552940368652,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44
3703,Simple Algorithm,algorithms,0.7393908500671387,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38
3704,Solar Technology,solar energy,0.7942988872528076,http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2
3705,Spectroscopy,electromagnetic spectrum,0.5242410898208618,http://data.europa.eu/esco/skill/c500f5d0-42d4-4341-904e-cd4ef2ff3181
3706,Marketing Experiments,market research,0.7230689525604248,http://data.europa.eu/esco/skill/8770350e-746f-4adb-9556-18ca68104be6
3707,music career,study music,0.7000560760498047,http://data.europa.eu/esco/skill/2fa41ec9-5a43-4976-b34d-8639596f67ba
3708,PlaneaciÃ³n estratÃ©gica,aviation English,0.43732136487960815,http://data.europa.eu/esco/skill/1d7855f1-e7a9-42ad-bf0a-971591801831
3709,Digital Circuit Design,design electronic systems,0.6648168563842773,http://data.europa.eu/esco/skill/feb717ff-fba6-4a91-aa10-ee11cf2da6b4
3710,Network Model,design computer network,0.6411788463592529,http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550
3711,Cloud Computing Architecture,design cloud architecture,0.7617495059967041,http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6
3712,Lead Engineers,lead drilling crews,0.7387096881866455,http://data.europa.eu/esco/skill/ec970529-8900-404f-95aa-7521551e964f
3713,Social Networking,social media management,0.6571918725967407,http://data.europa.eu/esco/skill/5303169c-75d6-4751-9136-a4b88343388c
3714,Markup Language,use markup languages,0.9161128997802734,http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26
3715,AnÃ¡lise exploratÃ³ria de dados,Spanish,0.4713517427444458,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7
3716,Polynomial Regression,calculate wages,0.33997827768325806,http://data.europa.eu/esco/skill/207f87c4-ac68-4987-990c-636ca19c2626
3717,Proficiency with MakerDAO,develop manufacturing recipes,0.42589378356933594,http://data.europa.eu/esco/skill/b2ad4e50-cb82-4a34-ab3e-5b5f6c4f9b65
3718,Skinput,skin types,0.5576690435409546,http://data.europa.eu/esco/skill/db85a2ca-04c4-4275-ba7a-b615c3686e09
3719,Multi-Task Learning,perform multiple tasks at the same time,0.507739782333374,http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604
3720,Ù\x85Ù\x87Ø§Ø±Ø§Øª Ø§Ù\x84ØªØ¹Ø§Ù\x85Ù\x84 Ù\x85Ø¹ Ø§Ù\x84Ø¨Ù\x8aØ§Ù\x86Ø§Øª Ø§Ù\x84Ø¶Ø®Ù\x85Ø©,Danish,0.39803346991539,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1
3721,Thermoelectric,thermal materials,0.5626855492591858,http://data.europa.eu/esco/skill/a7671dcb-40fa-40fc-a278-c6d068ee13e9
3722,Customer churn,customer service,0.6007075905799866,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc
3723,Spring Boot,types of spring,0.5751427412033081,http://data.europa.eu/esco/skill/c4dcfe3a-a8b0-4352-ba82-a5e345d88c08
3724,Remote Sensing,remote sensing techniques,0.9088441133499146,http://data.europa.eu/esco/skill/cbb330ab-55ac-4eec-b54c-b85c6219f508
3725,data mining project design and development,perform data mining,0.7048013210296631,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278
3726,Argumentation,sales argumentation,0.6664007902145386,http://data.europa.eu/esco/skill/0c0488b3-fca5-4deb-865b-8dc605c3d909
3727,Digital Footprint,apply digital mapping,0.5376265048980713,http://data.europa.eu/esco/skill/9295d1c5-8d7d-423e-a6ce-dfbc1d991f88
3728,cold emailing,handle mail,0.5156916379928589,http://data.europa.eu/esco/skill/76f22707-8d30-453f-9eb7-3376e2960311
3729,Evaluate projects on a portfolio basis the economic attractiveness of various abatement projects,develop investment portfolio,0.5673521757125854,http://data.europa.eu/esco/skill/452c4c68-50d7-42ed-8c4e-b437446637d0
3730,Object Detection and Segmentation,computer vision,0.6086623668670654,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669
3731,PlanificaciÃ³n financiera estratÃ©gica,liaise with financiers,0.505441427230835,http://data.europa.eu/esco/skill/401d8d12-b56d-4c71-ac58-f791e8c085b4
3732,Entender os 4 Ps e os novos 7 Ps no marketing internacional,integrate marketing strategies with the global strategy,0.4372537136077881,http://data.europa.eu/esco/skill/aa7eac5f-dc9d-401a-b197-c9c455d78c95
3733,Prise de dÃ©cision,French,0.4028869569301605,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b
3734,Risk Management: Scenario and Sensitivity Analysis,risk management,0.8123263120651245,http://data.europa.eu/esco/skill/6eff134b-e34f-4d6e-a6e8-5e47cf2228d0
3735,Blockchain Technology Implementation,principles of distributed ledger technology,0.6212629079818726,http://data.europa.eu/esco/skill/3be79ccc-a455-49b9-8c65-55c50071ba5b
3736,Spatial Databases,geographic information systems,0.684564471244812,http://data.europa.eu/esco/skill/377861af-f966-4c87-a2db-7e99904312b9
3737,Paleontology,paleontology,1.0,http://data.europa.eu/esco/skill/a339d0ed-0dc9-4d76-8d6c-b26f68f97e4a
3738,Kubernetes,Kurdish,0.4261440634727478,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704
3739,covid-19 diagnosis and treatment,provide guidance on infectious disease,0.43386924266815186,http://data.europa.eu/esco/skill/8b2e3dac-8acc-4ef9-a3a1-4defb0cf1273
3740,Power & energy calculations,energy performance of buildings,0.6245755553245544,http://data.europa.eu/esco/skill/4e09e2d2-e317-47d2-bf5e-1d6c66be3efc
3741,Ù\x85Ù\x87Ø§Ø±Ø§Øª Ø£Ø³Ø§Ø³Ù\x8aØ© Ù\x81Ù\x8a Ø§Ù\x84Ø¥Ù\x83Ø³Ù\x84,Danish,0.3728536367416382,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1
3742,FinanÃ§as orientada a Dados,Taleo,0.36072593927383423,http://data.europa.eu/esco/skill/d87fe0be-9055-4a76-a444-e98b5bfad9d8
3743,Social Listening,listen actively,0.5939524173736572,http://data.europa.eu/esco/skill/a17286c5-238d-4f0b-bc24-29e9121345de
3744,Estimator,statistics,0.44767653942108154,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833
3745,Teaching Personal Writing,teach writing,0.8323385715484619,http://data.europa.eu/esco/skill/1b957e3d-0017-42b0-9bfe-49a1cdd31de7
3746,Retain,retain record samples,0.5037250518798828,http://data.europa.eu/esco/skill/f95e5adc-72e0-4360-85b9-b302a909952b
3747,Agile Management,Agile project management,0.8975628614425659,http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4
3748,decentralization algorithms,decentralized application frameworks,0.6121387481689453,http://data.europa.eu/esco/skill/251b5528-693c-4ef9-a7f6-9924bb8d7ef8
3749,gestiÃ³n de cambios,CAM software,0.4856736660003662,http://data.europa.eu/esco/skill/27065048-bca8-4b0a-891a-b192b9ceadfd
3750,A/B/n testing,test package,0.44393622875213623,http://data.europa.eu/esco/skill/96aee526-5817-412d-88c9-29cc95e27c85
3751,Base Address,address identified risks,0.4933703541755676,http://data.europa.eu/esco/skill/873f205a-05f8-45f8-b544-fe963a3edc1e
3752,-\tR Markdown,use markup languages,0.4078969955444336,http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26
3753,Accounting Terminology,accounting,0.8122891783714294,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b
3754,Dependent And Independent Variables,study the relationships between quantities,0.3833540380001068,http://data.europa.eu/esco/skill/e72ce847-f7a9-40b8-ac66-ce291a2121de
3755,Web Service,use e-services,0.6207364797592163,http://data.europa.eu/esco/skill/d908a818-70ef-419e-9d60-8f459114cb2f
3756,Ensemble Learning,machine learning,0.6070138812065125,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43
3757,Medical Healthcare Organization Operations,manage operations in healthcare institutions,0.8343095779418945,http://data.europa.eu/esco/skill/7d77f9d8-4f9e-4b8f-aa93-bcc1c8ac2173
3758,RSE,CAE software,0.43662041425704956,http://data.europa.eu/esco/skill/82313e12-9d39-47d1-b7c9-78bbd6bb50e2
3759,Access Structure,Microsoft Access,0.6183669567108154,http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e
3760,Describe core Microsoft Azure services,identify available services,0.4900084137916565,http://data.europa.eu/esco/skill/00090cc1-1f27-439e-a4e0-19a87a501bfc
3761,Neo4j,graphite,0.41446155309677124,http://data.europa.eu/esco/skill/1ddbdcfe-f99e-4a46-a2c4-f21854161e60
3762,Viral Strategies,prevent communicable diseases' outbreaks,0.5354800224304199,http://data.europa.eu/esco/skill/fca765cf-69ae-4023-aa0d-689a7d731d34
3763,visualization,use performance 3D visualisation techniques ,0.6245067119598389,http://data.europa.eu/esco/skill/47a2917b-a771-4687-90fc-5562523cf4a6
3764,Embedded System Design,embedded systems,0.859043538570404,http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d
3765,Opportunity Management,financial management,0.5432561635971069,http://data.europa.eu/esco/skill/52e53619-fa77-4f72-b237-5e4aae784dc2
3766,psychology research,conduct psychological research,0.8074517250061035,http://data.europa.eu/esco/skill/19bf4fdc-c0aa-40c5-b531-35ed408067a8
3767,Ø®Ø¯Ù\x85Ø© Ø§Ù\x84Ø¹Ù\x85Ù\x84Ø§Ø¡,Danish,0.42919063568115234,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1
3768,Writing inline scripts within RPa bots,read scripts,0.4745604991912842,http://data.europa.eu/esco/skill/1263904f-1c2c-48f5-a6ca-0176ef5d2060
3769,Respuesta ante incidentes,resuscitation,0.46813255548477173,http://data.europa.eu/esco/skill/8bd49d04-ab2f-4333-b5d9-12d716e4e2f6
3770,Diodos,Edmodo,0.5279040336608887,http://data.europa.eu/esco/skill/17702c40-e963-4593-847e-a332b1c9357e
3771,Media Analysis,media studies,0.7766278982162476,http://data.europa.eu/esco/skill/253112b8-f613-4e1d-a691-d80ca258e21a
3772,Short Story Writing,summarise stories,0.6696965098381042,http://data.europa.eu/esco/skill/2c474763-2cdd-48d6-8e65-c0a60ad5cf9f
3773,Debriefing,assist in the production of laboratory documentation,0.45016586780548096,http://data.europa.eu/esco/skill/6b29b77f-7265-4dae-8309-78077f99ab60
3774,Desarrollo personal,Edmodo,0.4343659281730652,http://data.europa.eu/esco/skill/17702c40-e963-4593-847e-a332b1c9357e
3775,Hierarchical Clustering,data mining,0.49516981840133667,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180
3776,Substance Use Disorder Treatment,clinical psychological treatment,0.5653454065322876,http://data.europa.eu/esco/skill/8a9e00a5-b795-4cde-b744-ec2f2ce4ed88
3777,creatividad,Spanish,0.4295812249183655,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7
3778,behaviour change,behavioural science,0.5971171855926514,http://data.europa.eu/esco/skill/269b8734-fa1d-4c6f-a843-523fa3bbae6e
3779,5 whys,5S methodology,0.3995913565158844,http://data.europa.eu/esco/skill/a276b1ad-c0b7-4b33-899c-0fbfcdbe0eee
3780,RÃ©solution de problÃ¨mes,French,0.40632426738739014,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b
3781,DeterminaÃ§Ã£o do tamanho da amostra,understand written Portuguese,0.4185829162597656,http://data.europa.eu/esco/skill/9ef06b7c-991c-46a5-9dbc-82506031e8f9
3782,Routing Protocol,ICT network routing,0.6560161113739014,http://data.europa.eu/esco/skill/0da6cab1-0ee9-4391-a299-f71fbf21db56
3783,Stress Management,manage stress in organisation,0.8581279516220093,http://data.europa.eu/esco/skill/fbdfc3bf-56a0-4454-a17d-2f513fe57b53
3784,AnÃ¡lisis de Propuesta de Valor,Spanish,0.4312708377838135,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7
3785,ImaginaciÃ³n y creatividad,understand written Spanish,0.4236859381198883,http://data.europa.eu/esco/skill/08759658-fffc-4951-bea0-1fb51d06eb89
3786,netnography,typography,0.5490962266921997,http://data.europa.eu/esco/skill/080a3bf6-c8e8-481e-b97e-8fbc964ebab7
3787,Computer Software,industrial software,0.7553056478500366,http://data.europa.eu/esco/skill/41ec47dd-08b3-464a-9c45-c706f3e74467
3788,Soft skills,develop personal skills,0.5454867482185364,http://data.europa.eu/esco/skill/1835a7c1-600e-4b16-a0af-fb4f7d8d77b9
3789,Urbanism,urban planning,0.6005375385284424,http://data.europa.eu/esco/skill/7f18039d-dfae-471b-9daa-507f6b2d2842
3790,Spreadsheet,use spreadsheets software,0.8526915311813354,http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be
3791,â\x80¢\tAgiles Management,put up price tags,0.38266095519065857,http://data.europa.eu/esco/skill/6ffdcb09-16bc-4480-9ac8-40fdbf915712
3792,Common Law,public law,0.7066951394081116,http://data.europa.eu/esco/skill/efb523d0-c998-440d-8639-cd14ba841c4c
3793,Artificial Intelligence (AI),principles of artificial intelligence,0.702085018157959,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2
3794,Interface de comandos,design application interfaces,0.560653567314148,http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968
3795,Open Vswitch (OVN),Microsoft Visual C++,0.3509646952152252,http://data.europa.eu/esco/skill/8369ede5-4200-4a44-be2e-bc60ef959259
3796,Customer Support,customer service,0.8328070640563965,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc
3797,manejo y anÃ¡lisis de datos,understand written Spanish,0.47708451747894287,http://data.europa.eu/esco/skill/08759658-fffc-4951-bea0-1fb51d06eb89
3798,Visual Basic (VB),VBScript,0.7795546650886536,http://data.europa.eu/esco/skill/dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88
3799,Personal Identity,safeguard online privacy and identity,0.6677515506744385,http://data.europa.eu/esco/skill/a4b2a278-2123-4450-8b43-be01c4f341da
3800,Media Literacy,media and information literacy ,0.8822404146194458,http://data.europa.eu/esco/skill/fef96bad-e623-42cd-b961-d1adf39db8b9
3801,Css Code,CSS,0.8249182105064392,http://data.europa.eu/esco/skill/e5d1f825-60ed-4bdd-872a-e748c387f777
3802,Probabilistic Models,data models,0.6734806299209595,http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5
3803,Software Tableau,prepare tableware,0.5667797327041626,http://data.europa.eu/esco/skill/113d5db5-4fb4-418c-a4e0-2f01a71b26a1
3804,serverless architecture,hardware architectures,0.4776774048805237,http://data.europa.eu/esco/skill/e043aeeb-78f5-4049-afbf-12bba52225bc
3805,raising capital,public finance,0.4306270480155945,http://data.europa.eu/esco/skill/387ee646-0aaa-4161-ab3b-cde87ec09fdf
3806,Industry Analysis,business analysis,0.7407081127166748,http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6
